name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance	superkingdom	kingdom	phylum	class	order	family	genus
Streptococcus vestibularis	1343	species	73347	41	3	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus ferus	1345	species	25120	61	17	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus iniae	1346	species	6409631	8125	115	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus parauberis	1348	species	261632	569	105	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus uberis	1349	species	492175	272	73	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Enterococcus	1350	genus	0	846	31	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Enterococcus faecalis	1351	species	13016044	8953	2236	0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Enterococcus faecium	1352	species	37211071	18697	5457	0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Enterococcus gallinarum	1353	species	4063492	2989	1478	1.66199e-58 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Enterococcus hirae	1354	species	3535864	4653	2592	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Enterococcus columbae	1355	species	11981	8	0	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Lactococcus	1357	genus	0	194	0	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis	1358	species	4510794	10475	5240	1.52301e-08 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis subsp. cremoris	1359	subspecies	662246	575	185	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus lactis subsp. lactis	1360	subspecies	6882688	3632	1121	1.3468e-08 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus garvieae	1363	species	2705196	3724	2032	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus piscium	1364	species	47887	87	4	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus plantarum	1365	species	12148	10	7	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Lactococcus raffinolactis	1366	species	91355	55	28	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Marinococcus halophilus	1371	species	67688	40	20	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Marinococcus
Planococcus	1372	genus	0	354	19	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus
Planococcus citreus	1373	species	56855	20	14	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus
Planococcus kocurii	1374	species	3452472	3123	1931	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus
Aerococcus	1375	genus	0	255	6	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
Aerococcus urinae	1376	species	1984339	2554	1453	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
Aerococcus viridans	1377	species	2281258	3141	1264	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
Gemella	1378	genus	0	80	2	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales		Gemella
Gemella haemolysans	1379	species	220044	359	23	0 	Bacteria		Firmicutes	Bacilli	Bacillales		Gemella
Atopobium	1380	genus	0	16	0	0.0 	Bacteria		Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
Atopobium minutum	1381	species	14460	75	0	0.0 	Bacteria		Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
Atopobium parvulum	1382	species	52792	194	71	0.0 	Bacteria		Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
Bacillales	1385	order	0	3519	0	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales		
Bacillus	1386	genus	0	11464	3142	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Alicyclobacillus acidocaldarius subsp. acidocaldarius	1388	subspecies	24861	18	4	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus
Bacillus amyloliquefaciens	1390	species	26207793	8173	643	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Aneurinibacillus aneurinilyticus	1391	species	59222	27	10	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus
Bacillus anthracis	1392	species	196832697	13840	982	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Brevibacillus brevis	1393	species	606977	225	50	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
[Bacillus] caldolyticus	1394	species	63878	23	4	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
[Bacillus] caldotenax	1395	species	42349	35	17	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
Bacillus cereus	1396	species	81475769	63031	6583	2.43254e-51 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus circulans	1397	species	540830	281	87	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus coagulans	1398	species	7459085	7603	1495	5.44837e-08 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus firmus	1399	species	782123	145	47	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus intermedius	1400	species	16904	2	1	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Paenibacillus lautus	1401	species	156283	17	5	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Bacillus licheniformis	1402	species	13317807	5052	537	3.59831e-08 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus megaterium	1404	species	4249167	1773	96	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus mycoides	1405	species	11606365	17076	6712	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Paenibacillus polymyxa	1406	species	18321074	9826	2949	5.46662e-09 	Bacteria		Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Bacillus pumilus	1408	species	48491576	23884	5522	2.68221e-08 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus sp.	1409	species	5199142	2193	117	0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus cellulosilyticus	1413	species	2690	39	0	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Lysinibacillus sphaericus	1421	species	18616506	22907	5308	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Geobacillus stearothermophilus	1422	species	1587479	1166	463	4.31442e-08 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
Bacillus subtilis	1423	species	77513223	17847	1388	8.21366e-66 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus thermoamyloliquefaciens	1425	species	7596	1	1	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Parageobacillus thermoglucosidans	1426	species	7854841	7576	45	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus
Bacillus thuringiensis	1428	species	88586862	68908	11772	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus thuringiensis serovar israelensis	1430	leaf	6893508	2626	121	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus thuringiensis serovar thuringiensis	1432	leaf	39334	8	0	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus thuringiensis serovar aizawai	1433	leaf	133025	74	10	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus thuringiensis serovar berliner	1434	leaf	6087	1	0	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus thuringiensis serovar entomocidus	1436	leaf	49450	44	13	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus thuringiensis serovar alesti	1440	leaf	5744996	1355	411	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus thuringiensis serovar morrisoni	1441	leaf	6109522	1828	379	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus thuringiensis serovar tolworthi	1442	leaf	6760558	3945	1004	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus thuringiensis serovar tenebrionis	1444	leaf	53500	45	14	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus alcalophilus	1445	species	47723	36	1	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus sp. Q	1447	species	3400	1	0	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Amphibacillus xylanus	1449	species	15043	285	13	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Amphibacillus
Alicyclobacillus acidoterrestris	1450	species	255641	163	17	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus
Paenibacillus amylolyticus	1451	species	158734	19	3	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Bacillus atrophaeus	1452	species	4400525	3371	2	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus azotoformans	1454	species	6725	6	0	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus badius	1455	species	103881	36	14	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Alicyclobacillus cycloheptanicus	1457	species	18659	30	5	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus
Sporosarcina globispora	1459	species	64167	16	4	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina
Psychrobacillus insolitus	1461	species	9168	46	28	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Psychrobacillus
Geobacillus kaustophilus	1462	species	56942	5	0	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
Paenibacillus larvae	1464	species	159697	86	4	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Brevibacillus laterosporus	1465	species	5402854	4272	1773	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
Bacillus lentus	1467	species	45269	7	2	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Paenibacillus macquariensis subsp. macquariensis	1468	subspecies	7577	3	1	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Bacillus methanolicus	1471	species	23741	109	8	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Paenibacillus pabuli	1472	species	86920	13	8	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Virgibacillus pantothenticus	1473	species	42297	4	1	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus
Sporosarcina pasteurii	1474	species	63973	19	4	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina
Sporosarcina psychrophila	1476	species	4670089	4435	3095	1.46586e-08 	Bacteria		Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina
Bacillus simplex	1478	species	6227029	5526	3451	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus smithii	1479	species	3352799	3822	2537	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Virgibacillus halodenitrificans	1482	species	93451	34	27	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus
Bacillus subtilis subsp. amylosacchariticus	1483	subspecies	8472	1	1	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Hydrogenibacillus schlegelii	1484	species	9842	6	2	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Hydrogenibacillus
Clostridium	1485	genus	0	5875	423	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium acetobutylicum	1488	species	95228	1366	31	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Paraclostridium bifermentans	1490	species	137042	124	44	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paraclostridium
Clostridium botulinum	1491	species	13171202	74789	14533	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium butyricum	1492	species	17472770	98430	922	2.20539e-21 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium cellulovorans	1493	species	356189	841	190	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium cochlearium	1494	species	10833	21	8	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium cylindrosporum	1495	species	3373	11	7	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridioides difficile	1496	species	25586858	52744	18808	6.62856e-08 	Bacteria		Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides
Clostridium formicaceticum	1497	species	4481696	9645	6117	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Hathewaya histolytica	1498	species	43587	630	67	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hathewaya
[Clostridium] josui	1499	species	52927	58	17	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium
Clostridium pasteurianum	1501	species	80949	1162	104	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium perfringens	1502	species	19208133	73775	25408	3.20811e-08 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium septicum	1504	species	99325	306	81	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Paeniclostridium sordellii	1505	species	6696763	46141	8006	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium
Clostridium sp.	1506	species	71790	245	54	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium sporogenes	1509	species	7571896	46447	63	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
[Clostridium] stercorarium	1510	species	72740	847	32	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium
Acetoanaerobium sticklandii	1511	species	2668906	9695	6360	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Acetoanaerobium
[Clostridium] symbiosum	1512	species	29148	381	212	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Clostridium tetani	1513	species	28542	515	10	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Ruminiclostridium thermocellum	1515	species	309617	1694	139	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium
Thermoanaerobacter thermohydrosulfuricus	1516	species	66655	33	10	0.0 	Bacteria		Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter
Thermoanaerobacterium thermosaccharolyticum	1517	species	59531	440	44	0.0 	Bacteria		Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium
Clostridium tyrobutyricum	1519	species	6077146	26657	765	1.1272e-08 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium beijerinckii	1520	species	6425687	30450	8367	2.52482e-08 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
[Clostridium] cellulolyticum	1521	species	35156	330	0	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium
[Clostridium] innocuum	1522	species	23055	102	4	0.0 	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium
Clostridium longisporum	1523	species	12124	118	79	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
[Clostridium] piliforme	1524	species	31608	462	110	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella
Moorella thermoacetica	1525	species	8176254	11526	3120	0.0 	Bacteria		Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella
[Clostridium] aminophilum	1526	species	3565	56	6	0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Anaerocolumna aminovalerica	1527	species	12464	26	15	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna
Eubacterium barkeri	1528	species	28451	55	35	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Clostridium cadaveris	1529	species	6996	7	3	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium carnis	1530	species	9097	28	12	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
[Clostridium] clostridioforme	1531	species	36817	201	18	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Blautia coccoides	1532	species	9835	8	1	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Clostridium fallax	1533	species	6487	24	14	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium kluyveri	1534	species	8257	971	0	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Hathewaya limosa	1536	species	13248	13	8	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hathewaya
Clostridium ljungdahlii	1538	species	5739	89	0	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium malenominatum	1539	species	4999	9	3	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium novyi	1542	species	40547	290	11	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium oceanicum	1543	species	19710	4	2	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
[Clostridium] oroticum	1544	species	12131	2	1	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalicatena
Erysipelatoclostridium ramosum	1547	species	16228	1	0	0.0 	Bacteria		Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium
Clostridium scatologenes	1548	species	5469832	27219	17493	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
[Clostridium] sporosphaeroides	1549	species	11734	2	1	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium
Clostridium subterminale	1550	species	35362	14	10	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium estertheticum subsp. estertheticum	1552	subspecies	2092	1	0	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Clostridium tetanomorphum	1553	species	19804	49	23	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Gottschalkia acidurici	1556	species	9688	327	0	0.0 	Bacteria		Firmicutes	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia
Peptoclostridium litorale	1557	species	7200	5	1	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium
Clostridium tertium	1559	species	25531	9	2	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Moorella thermoautotrophica	1560	species	5428	1	0	0.0 	Bacteria		Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella
Clostridium baratii	1561	species	63551	288	17	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Desulfotomaculum	1562	genus	0	262	0	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
Desulfosporosinus orientis	1563	species	3620	95	0	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus
Desulfotomaculum ruminis	1564	species	3237	38	0	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
Desulfotomaculum nigrificans	1565	species	12878	129	0	0.0 	Bacteria		Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
Quinella ovalis	1568	species	1443	1	0	0.0 	Bacteria		Firmicutes	Negativicutes			Quinella
Sporosarcina	1569	genus	0	63	0	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina
Halobacillus halophilus	1570	species	20327	79	5	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus
Sporosarcina ureae	1571	species	40640	90	4	0.0 	Bacteria		Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina
Clavibacter	1573	genus	0	116	13	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter
Leifsonia xyli	1575	species	3588755	3963	2215	0.0 	Bacteria		Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia
Lactobacillus	1578	genus	0	2334	341	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus acidophilus	1579	species	2296301	5021	51	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus brevis	1580	species	3707801	1931	502	0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus buchneri	1581	species	167501	144	16	1.35987e-06 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus casei	1582	species	2861881	1924	42	2.48544e-07 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Weissella confusa	1583	species	422656	91	40	2.09575e-26 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
Lactobacillus delbrueckii	1584	species	340470	847	228	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus delbrueckii subsp. bulgaricus	1585	subspecies	2726238	1828	168	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus helveticus	1587	species	10273724	10755	1558	0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus hilgardii	1588	species	114508	98	21	2.37411e-06 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus pentosus	1589	species	343196	132	16	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus plantarum	1590	species	50920732	9353	3249	7.84181e-09 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus sp.	1591	species	61963	6	0	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus gasseri	1596	species	589421	464	133	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus paracasei	1597	species	9897920	4037	658	2.50428e-07 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus reuteri	1598	species	7772055	8161	1852	1.34742e-71 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus sakei	1599	species	815147	601	147	2.13096e-215 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus acetotolerans	1600	species	1691647	25669	21970	2.39659e-05 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus agilis	1601	species	108109	56	47	6.71035e-07 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus alimentarius	1602	species	53066	20	4	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus amylophilus	1603	species	11711	5	1	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus amylovorus	1604	species	2191934	4903	539	1.0184e-06 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus animalis	1605	species	49592	18	0	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus bifermentans	1607	species	9979	6	2	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus coryniformis	1610	species	48626	13	0	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus farciminis	1612	species	4844654	10960	69	2.20471e-06 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus fermentum	1613	species	5790880	1551	636	0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus fructivorans	1614	species	9424	2	0	0.0 	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
