name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance	superkingdom	kingdom	phylum	class	order	family	genus
Pseudomonas	286	genus	3934	33738	10750	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas aeruginosa	287	species	391156441	28557	11045	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudoalteromonas atlantica	288	species	53953	124	5	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
Burkholderia cepacia	292	species	30147200	13534	1872	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Brevundimonas diminuta	293	species	333886	32	9	2.05093e-07 	Bacteria		Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
Pseudomonas fluorescens	294	species	82368798	30976	7361	1.51672e-47 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas fragi	296	species	10507298	4211	2006	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Hydrogenophilus thermoluteolus	297	species	47411	21	13	0.0 	Bacteria		Proteobacteria	Hydrogenophilalia	Hydrogenophilales	Hydrogenophilaceae	Hydrogenophilus
Pseudomonas marginalis	298	species	101524	43	2	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas mendocina	300	species	405956	889	9	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas oleovorans	301	species	81118	28	6	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas putida	303	species	30632879	19529	6847	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pelomonas saccharophila	304	species	32645	15	2	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas
Ralstonia solanacearum	305	species	91698160	46287	22600	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
Pseudomonas sp.	306	species	858677	81	45	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. KKS102	307	species	7820	1	0	0.0 	Bacteria		Proteobacteria				
Pseudomonas sp. KWI-56	311	species	2768	1	0	0.0 	Bacteria		Proteobacteria				
Pseudomonas sp. ATCC19151	315	species	9061	80	1	0.0 	Bacteria		Proteobacteria				
Pseudomonas stutzeri	316	species	26106649	20349	6496	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas syringae	317	species	7270664	4339	505	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas savastanoi pv. glycinea	318	leaf	162091	161	16	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas savastanoi pv. phaseolicola	319	leaf	438464	130	51	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas syringae pv. syringae	321	leaf	931472	109	37	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas amygdali pv. tabaci	322	leaf	201731	170	46	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas syringae pv. tomato	323	leaf	316719	23	7	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Ralstonia pickettii	329	species	971225	2071	172	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
Pseudomonas pseudoalcaligenes	330	species	5019867	4158	10	0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas fluorescens bv. C	335	leaf	4523	1	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Burkholderia glumae	337	species	136398	957	7	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Xanthomonas	338	genus	0	73146	20436	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
Xanthomonas campestris	339	species	5666327	8400	2437	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
Xanthomonas campestris pv. campestris	340	leaf	20266749	10269	932	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
Xanthomonas translucens	343	species	48488	650	9	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
Xanthomonas citri	346	species	166229	5324	41	7.38841e-07 	Bacteria		Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
Xanthomonas oryzae	347	species	145799	8274	2922	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
Zoogloea ramigera	350	species	27084	11	5	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloea
Azotobacter	352	genus	0	312	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter
Azotobacter chroococcum	353	species	179206	1635	26	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter
Azotobacter vinelandii	354	species	414831	2740	37	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter
Rhizobiales	356	order	2751	9970	19	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales		
Agrobacterium	357	genus	0	711	3	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium
Agrobacterium tumefaciens	358	species	14529397	8566	693	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium
Agrobacterium rhizogenes	359	species	798509	299	45	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium
Agrobacterium sp.	361	species	22344	5	4	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium
Agrobacterium vitis	373	species	487306	292	41	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium
Bradyrhizobium	374	genus	0	2623	148	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
Bradyrhizobium japonicum	375	species	11564452	7007	76	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
Bradyrhizobium sp.	376	species	17013039	10599	3919	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
Rhizobium	379	genus	0	6881	2869	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Sinorhizobium fredii	380	species	509129	932	18	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium
Mesorhizobium loti	381	species	8930240	5409	1956	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
Sinorhizobium meliloti	382	species	10096521	5697	2438	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium
Rhizobium leguminosarum	384	species	9884197	4992	1002	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Rhizobium leguminosarum bv. phaseoli	385	leaf	147340	23	0	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Rhizobium leguminosarum bv. trifolii	386	leaf	7096403	3587	1892	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Rhizobium leguminosarum bv. viciae	387	leaf	1342025	278	50	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Rhizobium sp.	391	species	247539	116	20	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Sinorhizobium fredii NGR234	394	leaf	7612814	4898	2016	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium
Rhizobium phaseoli	396	species	87781321	11078	1088	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Rhizobium tropici	398	species	317774	148	14	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Neorhizobium galegae	399	species	407869	605	9	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium
Methylococcaceae	403	family	0	311	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	
Methylobacillus	404	genus	0	117	0	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylobacillus
Methylobacillus flagellatus	405	species	35577	153	4	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylobacillus
Methylobacillus glycogenes	406	species	18837	8	2	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylobacillus
Methylobacterium	407	genus	0	2421	140	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
Methylobacterium extorquens	408	species	130820	1584	20	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
Methylobacterium organophilum	410	species	33609	5	2	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
Methylobacterium specialis	411	species	2211	2	0	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
Methylococcus	413	genus	0	92	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus
Methylococcus capsulatus	414	species	26887	195	4	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus
Methylobacter luteus	415	species	7785	1	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
Methylomonas	416	genus	0	151	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas
Methylomonas clara	417	species	6275	4	2	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	
Methylomonas methanica	421	species	18388	87	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas
Methylosinus	425	genus	0	4	0	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus
Methylosinus trichosporium	426	species	60476	13	1	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus
Methylosinus sp.	427	species	3755	1	1	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus
Methylosinus sporium	428	species	54365	7	3	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus
Methylobacter	429	genus	0	1	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
Acetobacteraceae	433	family	0	894	115	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	
Acetobacter	434	genus	0	128	3	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
Acetobacter aceti	435	species	122213	46	12	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
Komagataeibacter hansenii	436	species	41897	6	1	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter
Acidomonas methanolica	437	species	56865	78	12	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidomonas
Acetobacter pasteurianus	438	species	3532851	2622	1422	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
Gluconacetobacter polyoxogenes	439	species	11237	9	4	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter
Acetobacter sp.	440	species	12792	2	2	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
Gluconobacter	441	genus	0	103	0	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter
Gluconobacter oxydans	442	species	3844542	2120	986	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter
Legionellaceae	444	family	0	96	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	
Legionella	445	genus	0	155	1	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Legionella pneumophila	446	species	117598201	9838	3780	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Fluoribacter bozemanae	447	species	23188	10	5	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter
Legionella erythra	448	species	17157	3	2	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Legionella hackeliae	449	species	3540916	3023	1915	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Legionella longbeachae	450	species	50577	78	22	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Tatlockia micdadei	451	species	3304745	2257	1521	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Tatlockia
Legionella spiritensis	452	species	18422	16	2	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Legionella feeleii	453	species	20849	10	4	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Legionella israelensis	454	species	12814	17	17	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Legionella jamestowniensis	455	species	18331	25	16	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Legionella jordanis	456	species	15169	10	5	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Legionella steigerwaltii	460	species	8520	19	9	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Fluoribacter	461	genus	0	2	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter
Fluoribacter dumoffii	463	species	24448	44	20	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter
Fluoribacter gormanii	464	species	24497	29	5	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter
Tatlockia	465	genus	0	9	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Tatlockia
Legionella maceachernii	466	species	21930	11	4	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Tatlockia
Moraxellaceae	468	family	0	413	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	
Acinetobacter	469	genus	0	1428	133	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Acinetobacter baumannii	470	species	143347341	28553	6530	2.92221e-09 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Acinetobacter calcoaceticus	471	species	5066069	4672	605	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Acinetobacter sp.	472	species	171022	53	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Moraxella	475	genus	0	263	0	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella
Moraxella bovis	476	species	109169	1161	44	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella
Moraxella lacunata	477	species	27605	7	3	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella
Moraxella nonliquefaciens	478	species	45100	26	4	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella
Moraxella sp.	479	species	26293	37	13	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella
Moraxella catarrhalis	480	species	4329861	4802	1349	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella
Neisseriaceae	481	family	0	253	0	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	
Neisseria	482	genus	0	556	8	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neisseria cinerea	483	species	64923	82	33	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neisseria flavescens	484	species	112249	23	4	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neisseria gonorrhoeae	485	species	45854932	5556	1052	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neisseria lactamica	486	species	354274	198	23	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neisseria meningitidis	487	species	136889092	11410	2958	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neisseria mucosa	488	species	123814	28	7	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neisseria polysaccharea	489	species	59398	26	1	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neisseria sicca	490	species	87019	4	1	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neisseria animalis	492	species	15759	17	12	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Neisseria canis	493	species	19231	7	3	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Bergeriella denitrificans	494	species	10688	5	4	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Bergeriella
Neisseria elongata	495	species	40501	129	7	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
Psychrobacter	497	genus	0	1017	314	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
Psychrobacter immobilis	498	species	25147	26	12	0.0 	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
Thermomicrobium	499	genus	0	12	0	0.0 	Bacteria		Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
Thermomicrobium roseum	500	species	16145	26	4	0.0 	Bacteria		Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
Kingella kingae	504	species	2241104	1853	1202	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
Alcaligenaceae	506	family	0	1215	0	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	
Alcaligenes	507	genus	974	27	0	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes
Alcaligenes faecalis	511	species	5055283	2369	1498	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes
Alcaligenes sp.	512	species	61407	1	0	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes
Alcaligenes hydrogenophilus	516	species	10012	4	2	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes
Bordetella	517	genus	0	3166	14	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
Bordetella bronchiseptica	518	species	15781630	9030	1275	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
Bordetella parapertussis	519	species	9380704	7431	9	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
Bordetella pertussis	520	species	271977207	6410	527	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
Bordetella avium	521	species	66631	98	8	0.0 	Bacteria		Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
Acidiphilium	522	genus	0	181	0	0.0 	Bacteria		Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium
