name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Rickettsia typhi	785	species	50359	529	8	0.0
Rickettsia akari	786	species	33478	100	10	0.0
Rickettsia australis	787	species	32729	51	9	0.0
Rickettsia canadensis	788	species	26518	163	1	0.0
BEV proteobacterium	801	species	1498	6	0	0.0
Bartonella quintana	803	species	145155	185	10	0.0
Bartonella elizabethae	807	species	23978	6	1	0.0
Chlamydiaceae	809	family	0	26	0	0.0
Chlamydia	810	genus	0	227	60	0.0
Chlamydia trachomatis	813	species	30310410	968	522	0.0
Bacteroidaceae	815	family	0	698	1	0.0
Bacteroides	816	genus	0	24477	699	0.0
Bacteroides fragilis	817	species	16187040	149719	49301	3.41273e-05
Bacteroides thetaiotaomicron	818	species	6651449	46969	18694	0
Bacteroides uniformis	820	species	208635	1772	930	1.02555e-42
Bacteroides vulgatus	821	species	5190340	37337	3804	1.17347e-19
Parabacteroides distasonis	823	species	47889	1237	2	0.0
Campylobacter gracilis	824	species	2384417	2638	1626	0.0
Sebaldella termitidis	826	species	1448	84	0	0.0
Campylobacter ureolyticus	827	species	71414	262	94	0.0
Butyrivibrio	830	genus	0	130	0	0.0
Butyrivibrio fibrisolvens	831	species	221618	7461	5872	1.17823e-05
Fibrobacter	832	genus	0	238	0	0.0
Fibrobacter succinogenes	833	species	111819	2623	320	5.59505e-06
Fibrobacter succinogenes subsp. succinogenes	834	subspecies	5782	1065	0	0
Porphyromonas	836	genus	0	207	0	0.0
Porphyromonas gingivalis	837	species	5681792	21511	8275	0.0
Prevotella	838	genus	0	12806	1498	0.0
Prevotella ruminicola	839	species	118180	21185	2889	0.000223874
Prevotella loescheii	840	species	24414	675	575	0.0
Roseburia	841	genus	0	3415	0	0.0
Roseburia cecicola	842	species	2369	17	5	0.0
Wolinella	843	genus	0	9	0	0.0
Wolinella succinogenes	844	species	2194705	1533	947	0.0
Oxalobacter formigenes	847	species	25267	5	4	0.0
Fusobacterium	848	genus	0	366	0	0.0
Fusobacterium gonidiaformans	849	species	3505	1	0	0.0
Fusobacterium mortiferum	850	species	17228	46	18	0.0
Fusobacterium nucleatum	851	species	671730	9344	1385	0.0
Fusobacterium perfoetens	852	species	4507	1	0	0.0
Faecalibacterium prausnitzii	853	species	245060	970	20	3.79092e-217
Fusobacterium russii	854	species	7398	9	5	0.0
Fusobacterium simiae	855	species	7738	16	1	0.0
Fusobacterium varium	856	species	37919	74	0	0.0
Fusobacterium necrogenes	858	species	5999	10	7	0.0
Fusobacterium necrophorum	859	species	124650	125	16	0.0
Fusobacterium periodonticum	860	species	109808	118	43	0.0
Fusobacterium ulcerans	861	species	11940	9	2	0.0
Syntrophomonas	862	genus	0	58	0	0.0
Syntrophomonas wolfei	863	species	4488	93	0	0.0
Pectinatus	864	genus	0	6	0	0.0
Pectinatus frisingensis	865	species	21425	470	143	0.0
Ruminobacter	866	genus	0	215	0	0.0
Ruminobacter amylophilus	867	species	8038	8713	6972	0.00270482
Cardiobacteriaceae	868	family	0	19	0	0.0
Dichelobacter	869	genus	0	8	0	0.0
Dichelobacter nodosus	870	species	301587	330	69	0.0
Desulfovibrio	872	genus	0	1068	7	0.0
Desulfovibrio africanus	873	species	8457	112	4	0.0
Desulfovibrio desulfuricans	876	species	76479	281	4	0.0
Desulfovibrio fructosivorans	878	species	9743	113	53	0.0
Desulfovibrio gigas	879	species	118697	457	45	0.0
Desulfovibrio salexigens	880	species	6175	46	0	0.0
Desulfovibrio vulgaris	881	species	50566	967	22	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3816858	6118	502	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4077837	7577	4572	0.0
Desulfuromonas	890	genus	0	154	0	0.0
Desulfuromonas acetoxidans	891	species	9012	16	1	0.0
Desulfobulbus	893	genus	0	65	0	0.0
Desulfobulbus propionicus	894	species	9019	217	0	0.0
Desulfococcus	896	genus	0	83	0	0.0
Desulfococcus multivorans	897	species	4536783	4955	3317	0.0
Desulfomicrobium	898	genus	0	64	0	0.0
Desulfomicrobium baculatum	899	species	20180	204	3	0.0
Desulfovibrio piger	901	species	16609	4	1	0.0
Acidaminococcus	904	genus	0	222	0	0.0
Acidaminococcus fermentans	905	species	15671	1763	2	2.71994e-06
Megasphaera	906	genus	0	4086	0	0.0
Megasphaera elsdenii	907	species	77453	1213	29	6.44721e-05
Nitrobacter	911	genus	0	153	0	0.0
Nitrobacter hamburgensis	912	species	8470	236	2	0.0
Nitrobacter winogradskyi	913	species	46388	161	2	0.0
Nitrosomonas	914	genus	0	165	0	0.0
Nitrosomonas europaea	915	species	59554	111	10	0.0
Nitrosomonas eutropha	916	species	9651	83	0	0.0
Nitrosomonas marina	917	species	16522	2	2	0.0
Thiobacillus	919	genus	0	225	0	0.0
Acidithiobacillus ferrooxidans	920	species	803894	855	256	0.0
Starkeya novella	921	species	55424	229	6	0.0
Halothiobacillus hydrothermalis	923	species	7127	1	0	0.0
Thiobacillus sp.	924	species	26870	6	6	0.0
Thiomonas intermedia	926	species	5743	94	0	0.0
Halothiobacillus neapolitanus	927	species	25631	143	0	0.0
Thiomonas perometabolis	928	species	7431	8	0	0.0
Acidithiobacillus thiooxidans	930	species	557090	117	58	0.0
Thiobacillus thioparus	931	species	37735	35	10	0.0
Thiomicrospira	933	genus	0	9	0	0.0
Hydrogenobacter	939	genus	0	1	0	0.0
Hydrogenobacter thermophilus	940	species	1491	32	0	0.0
Anaplasmataceae	942	family	0	94	0	0.0
Ehrlichia	943	genus	0	159	1	0.0
Ehrlichia canis	944	species	280481	262	12	0.0
Ehrlichia chaffeensis	945	species	264725	1909	586	0.0
Ehrlichia ewingii	947	species	48052	66	37	0.0
Anaplasma phagocytophilum	948	species	2883903	398	90	0
Anaplasma platys	949	species	148085	13	5	0.0
Neorickettsia risticii	950	species	103124	24	4	0.0
Neorickettsia sennetsu	951	species	23013	47	3	0.0
Wolbachia	953	genus	1242305	2322	494	0.0
Francisella persica	954	species	7480	120	0	0.0
Wolbachia pipientis	955	species	765389	225	29	0.0
Wolbachia sp.	956	species	130817	14	6	0.0
Bdellovibrio	958	genus	0	36	0	0.0
Bdellovibrio bacteriovorus	959	species	3950543	2386	239	0.0
Bacteriovorax stolpii	960	species	11731	2	2	0.0
Herbaspirillum	963	genus	0	679	0	0.0
Herbaspirillum seropedicae	964	species	11176986	12541	703	0.0
Oceanospirillum linum	966	species	10519	1	1	0.0
Selenomonas	970	genus	0	1120	20	0.0
Selenomonas ruminantium	971	species	181721	1752	578	7.47684e-06
Halanaerobiaceae	972	family	0	587	0	0.0
Bacteroidetes	976	phylum	0	3207	0	0.0
Cytophaga	978	genus	0	78	0	0.0
Cellulophaga lytica	979	species	3737837	8552	729	0.0
Persicobacter diffluens	981	species	9821	22	4	0.0
Flavobacterium flevense	983	species	11868	19	5	0.0
Pedobacter heparinus	984	species	25419	100	0	0.0
Cytophaga hutchinsonii	985	species	8240	97	3	0.0
Flavobacterium johnsoniae	986	species	5071945	10465	6638	0.0
Aquimarina latercula	987	species	10108	7	1	0.0
Leeuwenhoekiella marinoflava	988	species	25195	65	0	0.0
Cytophaga xylanolytica	990	species	6157	2	1	0.0
Flavobacterium hydatis	991	species	16846	8	2	0.0
Flexibacter	992	genus	0	86	0	0.0
Solitalea canadensis	995	species	12039	549	0	0.0
Flavobacterium columnare	996	species	9629617	29856	11180	0.0
Flexibacter elegans	997	species	7190	10	6	0.0
Flexibacter flexilis	998	species	13290	10	4	0.0
Flexibacter litoralis	999	species	2922	125	0	0.0
Flexibacter polymorphus	1001	species	2926	2	0	0.0
Flexibacter roseolus	1002	species	10091	1	0	0.0
Chitinophaga sancti	1004	species	90610	22	15	0.0
Flexibacter sp.	1005	species	614	2	0	0.0
Marivirga tractuosa	1006	species	8840	78	0	0.0
Saprospira	1007	genus	0	81	0	0.0
Saprospira grandis	1008	species	9931	146	1	0.0
Sphingobacterium mizutaii	1010	species	36421	10	4	0.0
Sporocytophaga cauliformis	1012	species	4194	1	0	0.0
Weeksella	1013	genus	0	69	0	0.0
Weeksella virosa	1014	species	10866	102	0	0.0
Bergeyella zoohelcum	1015	species	64321	23	4	0.0
Capnocytophaga	1016	genus	0	156	0	0.0
Capnocytophaga gingivalis	1017	species	102173	8	3	0.0
Capnocytophaga ochracea	1018	species	35870	549	3	0.0
Capnocytophaga sputigena	1019	species	38422	7	0	0.0
Beggiatoa	1021	genus	0	55	0	0.0
Marinoscillum furvescens	1026	species	5805	2	1	0.0
Microscilla marina	1027	species	5723	10	7	0.0
Marivirga sericea	1028	species	6310	11	5	0.0
Afipia	1033	genus	0	64	0	0.0
Afipia felis	1035	species	19139	5	0	0.0
Erythrobacter	1041	genus	0	390	0	0.0
Erythrobacter longus	1044	species	24845	3	3	0.0
Chromatiaceae	1046	family	0	1017	0	0.0
Marichromatium gracile	1048	species	17134	1	0	0.0
Allochromatium vinosum	1049	species	65396	339	12	0.0
Thermochromatium tepidum	1050	species	39643	68	59	0.0
Ectothiorhodospira	1051	genus	0	139	0	0.0
Halorhodospira halochloris	1052	species	2809723	1518	957	0.0
Halorhodospira halophila	1053	species	24284	169	40	0.0
Ectothiorhodospira shaposhnikovii	1054	species	21557	7	5	0.0
Thiocapsa	1056	genus	0	2	0	0.0
Thiococcus pfennigii	1057	species	18963	11	2	0.0
Thiocapsa roseopersicina	1058	species	211173	109	69	0.0
Rhodobacter	1060	genus	0	175	0	0.0
Rhodobacter capsulatus	1061	species	457287	566	89	0.0
Rhodobacter sphaeroides	1063	species	9908404	9684	481	0.0
Rhodocyclus tenuis	1066	species	7702	1	1	0.0
Rhodocyclus purpureus	1067	species	4109	1	0	0.0
Rhodomicrobium	1068	genus	0	49	0	0.0
Rhodomicrobium vannielii	1069	species	14523	139	2	0.0
Rhodopseudomonas	1073	genus	0	432	0	0.0
Rhodoblastus acidophilus	1074	species	31818	20	5	0.0
Rhodobacter blasticus	1075	species	30696	34	19	0.0
Rhodopseudomonas palustris	1076	species	298185	1885	21	0.0
Rhodopseudomonas sp.	1078	species	3577	2	1	0.0
Blastochloris viridis	1079	species	11002943	13052	2069	0.0
Afifella marina	1080	species	38275	11	2	0.0
Rhodospirillum	1081	genus	0	233	0	0.0
Phaeospirillum fulvum	1082	species	9636	1	0	0.0
Phaeospirillum molischianum	1083	species	11603	5	3	0.0
Pararhodospirillum photometricum	1084	species	4388	79	0	0.0
Rhodospirillum rubrum	1085	species	106031	525	41	0.0
Rhodothalassium salexigens	1086	species	8809	3	1	0.0
Rhodovibrio sodomensis	1088	species	16160	1	1	0.0
Chlorobi	1090	phylum	0	35	0	0.0
Chlorobium	1091	genus	0	176	0	0.0
Chlorobium limicola	1092	species	117745	172	22	0.0
Chlorobium phaeovibrioides	1094	species	25686	64	0	0.0
Chlorobium phaeobacteroides	1096	species	40725	123	1	0.0
Chlorobaculum tepidum	1097	species	83114	297	65	0.0
Prosthecochloris vibrioformis	1098	species	75982	77	3	0.0
Pelodictyon	1099	genus	0	65	0	0.0
Pelodictyon luteolum	1100	species	7466	210	2	0.0
Prosthecochloris	1101	genus	0	79	0	0.0
Prosthecochloris aestuarii	1102	species	22548	42	2	0.0
Chloroflexaceae	1106	family	0	23	0	0.0
Chloroflexus	1107	genus	0	58	0	0.0
Chloroflexus aurantiacus	1108	species	64699	61	6	0.0
Porphyrobacter	1111	genus	0	174	0	0.0
Porphyrobacter neustonensis	1112	species	3059925	2975	1616	0.0
Cyanobacteria	1117	phylum	0	3494	13	0.0
Chroococcales	1118	order	0	141	0	0.0
Aphanothece	1121	genus	0	2	0	0.0
Aphanothece sacrum	1122	species	4180	5	2	0.0
Chlorogloeopsis fritschii	1124	species	2218	1	0	0.0
Microcystis	1125	genus	0	99	7	0.0
Microcystis aeruginosa	1126	species	474949	619	53	0.0
Synechococcus	1129	genus	1861	980	80	0.0
Synechococcus sp.	1131	species	129056	39	16	0.0
Synechococcus elongatus PCC 7942	1140	leaf	3437587	1738	574	0.0
Synechocystis	1142	genus	1260	49	0	0.0
Synechocystis sp.	1143	species	72329	40	6	0.0
Synechocystis sp. PCC 6714	1147	species	3732224	1431	956	0.0
Synechocystis sp. PCC 6803	1148	species	15101524	1791	508	0.0
Oscillatoriales	1150	order	0	449	0	0.0
Pseudanabaena	1152	genus	628	24	7	0.0
Oscillatoria	1158	genus	0	34	0	0.0
Planktothrix agardhii	1160	species	44410	20	0	0.0
Nostocales	1161	order	0	2034	0	0.0
Nostocaceae	1162	family	0	1351	0	0.0
Anabaena	1163	genus	1016	2363	0	0
Trichormus azollae	1164	species	13199	94	0	0.0
Anabaena cylindrica	1165	species	13988	4373	0	0.0
Dolichospermum flos-aquae	1166	species	20815	4	0	0.0
Anabaena sp.	1167	species	29055	13	4	0.0
Nostoc sp. PCC 7119	1168	species	10426	5	1	0.0
Anabaena variabilis	1172	species	106316	15111	57	0.0
Anabaena oscillarioides	1173	species	650	1	0	0.0
Aphanizomenon	1175	genus	0	1	0	0.0
Aphanizomenon flos-aquae	1176	species	4888	1	0	0.0
Nostoc	1177	genus	0	7548	149	0.0
Nostoc commune	1178	species	77584	51	13	0.0
Desmonostoc muscorum	1179	species	3043	71	0	0.0
Nostoc sp.	1180	species	19918	6	4	0.0
Desmonostoc sp. PCC 7906	1181	leaf	9741	1	0	0.0
Leptolyngbya boryana	1184	species	82197	98	23	0.0
Rivulariaceae	1185	family	0	277	0	0.0
Calothrix	1186	genus	0	632	0	0.0
Tolypothrix sp. PCC 7601	1188	species	65133	53	19	0.0
Fischerella	1190	genus	0	20	0	0.0
Microchaete diplosiphon	1197	species	39104	27	17	0.0
Phormidium	1198	genus	0	1	0	0.0
Trichodesmium	1205	genus	0	27	0	0.0
Trichodesmium erythraeum	1206	species	6304	66	0	0.0
uncultured cyanobacterium	1211	species	15676301	937	326	0.0
Prochloraceae	1213	family	0	45	0	0.0
Prochloron	1214	genus	0	3	0	0.0
Prochloron didemni	1216	species	32162	84	38	0.0
Prochlorococcus	1218	genus	0	150	0	0.0
Prochlorococcus marinus	1219	species	77608	791	30	0.0
Prochlorococcus sp.	1220	species	18670	16	10	0.0
Prochlorothrix	1222	genus	0	1	0	0.0
Prochlorothrix hollandica	1223	species	42104	13	11	0.0
Proteobacteria	1224	phylum	7915	13338	0	1.31003e-157
Nitrosococcus	1227	genus	0	227	0	0.0
Nitrosococcus oceani	1229	species	34559	65	0	0.0
Nitrosospira multiformis	1231	species	26606	190	2	0.0
Nitrospira	1234	genus	0	115	0	0.0
Gammaproteobacteria	1236	class	0	16073	272	0.0
Piscirickettsia	1237	genus	0	18	0	0.0
Piscirickettsia salmonis	1238	species	16993668	12131	2502	0.0
Firmicutes	1239	phylum	0	6943	0	0.0
Leuconostoc	1243	genus	0	315	24	0.0
Leuconostoc gelidum	1244	species	38906	208	8	0.0
Leuconostoc mesenteroides	1245	species	1213168	903	128	0.0
Leuconostoc lactis	1246	species	2175972	1727	1039	0.0
Oenococcus oeni	1247	species	630833	751	119	0
Weissella paramesenteroides	1249	species	192856	100	66	0.0
Leuconostoc fallax	1251	species	43426	23	3	0.0
Leuconostoc carnosum	1252	species	71300	83	7	0.0
Pediococcus	1253	genus	0	320	3	0.0
Pediococcus acidilactici	1254	species	2566782	6927	5807	3.18896e-06
Pediococcus pentosaceus	1255	species	2776584	6484	3162	5.99953e-06
Peptostreptococcus	1257	genus	0	4	0	0.0
Peptoniphilus asaccharolyticus	1258	species	14557	75	12	0.0
Finegoldia magna	1260	species	38804	417	105	0.0
Peptostreptococcus anaerobius	1261	species	22445	155	31	0.0
Ruminococcus	1263	genus	0	1140	0	0.0
Ruminococcus albus	1264	species	85124	677	138	2.53141e-06
Ruminococcus flavefaciens	1265	species	700984	1404	460	1.40183e-06
Clostridium ventriculi	1267	species	10708	3	1	0.0
Micrococcaceae	1268	family	0	1382	1	0.0
Micrococcus	1269	genus	0	57	0	0.0
Micrococcus luteus	1270	species	3286043	3349	44	0.0
Kocuria varians	1272	species	18622	46	24	0.0
Micrococcus lylae	1273	species	48542	92	1	0.0
Dermacoccus nishinomiyaensis	1274	species	3101678	3380	1974	0.0
Kocuria rosea	1275	species	241397	3	2	0.0
Kytococcus sedentarius	1276	species	56798	116	0	0.0
Staphylococcus	1279	genus	0	2038	348	0.0
Staphylococcus aureus	1280	species	177103206	41634	14457	0.0
Staphylococcus carnosus	1281	species	2735931	6144	2505	0.0
Staphylococcus epidermidis	1282	species	13889893	18984	6148	0.0
Staphylococcus haemolyticus	1283	species	6260650	15813	4654	0.0
Staphylococcus hyicus	1284	species	2567999	4643	2648	0.0
Staphylococcus intermedius	1285	species	58251	44	9	0.0
Staphylococcus simulans	1286	species	2769828	4561	2734	0.0
Staphylococcus simulans bv. staphylolyticus	1287	leaf	125740	250	112	0.0
Staphylococcus xylosus	1288	species	8964148	23280	6004	2.29499e-08
Staphylococcus hominis	1290	species	423949	383	195	0.0
Staphylococcus warneri	1292	species	573625	510	55	0.0
Staphylococcus gallinarum	1293	species	103840	102	22	0.0
Staphylococcus muscae	1294	species	10550	21	8	0.0
Staphylococcus schleiferi	1295	species	12358392	17218	957	0.0
Staphylococcus sciuri	1296	species	717558	631	233	0.0
Deinococcus-Thermus	1297	phylum	0	41	0	0.0
Deinococcus	1298	genus	0	844	88	0.0
Deinococcus radiodurans	1299	species	67622	288	8	0.0
Streptococcaceae	1300	family	0	593	0	0.0
Streptococcus	1301	genus	733	3213	629	0.04595
Streptococcus gordonii	1302	species	5019024	5562	2404	0.0
Streptococcus oralis	1303	species	1038355	506	80	0.0
Streptococcus salivarius	1304	species	7158690	7191	1048	7.51767e-238
Streptococcus sanguinis	1305	species	638781	197	81	0.0
Streptococcus sp.	1306	species	41546	19	2	0.0
Streptococcus suis	1307	species	20425819	16524	4300	5.01636e-07
Streptococcus thermophilus	1308	species	18797545	11088	2157	0.0
Streptococcus mutans	1309	species	4485756	5024	1115	0.0
Streptococcus sobrinus	1310	species	393408	156	30	0.0
Streptococcus agalactiae	1311	species	51681449	13864	5851	8.21383e-09
Streptococcus pneumoniae	1313	species	26074670	13600	3686	0.0
Streptococcus pyogenes	1314	species	61537195	12024	3696	1.19907e-09
Streptococcus downei	1317	species	60056	12	5	0.0
Streptococcus parasanguinis	1318	species	388443	259	62	0
Streptococcus sp. 'group G'	1320	species	76041	78	19	0.0
Blautia hansenii	1322	species	3112	263	0	0.0
Faecalicoccus pleomorphus	1323	species	4759	2	1	0.0
Streptococcus sp. GX7805	1325	species	2187	6	0	0.0
Streptococcus acidominimus	1326	species	14088	17	8	0.0
Streptococcus anginosus	1328	species	6601869	8867	2261	0
Streptococcus canis	1329	species	146966	91	20	0.0
Streptococcus criceti	1333	species	261496	223	56	0.0
Streptococcus dysgalactiae	1334	species	156647	1094	68	0.0
Streptococcus equinus	1335	species	428046	595	218	9.6059e-07
Streptococcus equi	1336	species	80073	337	53	0.0
Streptococcus hyointestinalis	1337	species	49665	90	57	0.0
Streptococcus intermedius	1338	species	2241912	3245	331	0.0
Streptococcus macacae	1339	species	17812	8	1	0.0
Streptococcus porcinus	1340	species	46364	62	13	0.0
Streptococcus ratti	1341	species	48839	119	35	0.0
Streptococcus vestibularis	1343	species	73347	41	3	0.0
Streptococcus ferus	1345	species	25120	61	17	0.0
Streptococcus iniae	1346	species	6409631	8125	115	0.0
Streptococcus parauberis	1348	species	261632	569	105	0.0
Streptococcus uberis	1349	species	492175	272	73	0.0
Enterococcus	1350	genus	0	846	31	0.0
Enterococcus faecalis	1351	species	13016044	8953	2236	0
Enterococcus faecium	1352	species	37211071	18697	5457	0
Enterococcus gallinarum	1353	species	4063492	2989	1478	1.66199e-58
Enterococcus hirae	1354	species	3535864	4653	2592	0.0
Enterococcus columbae	1355	species	11981	8	0	0.0
Lactococcus	1357	genus	0	194	0	0.0
Lactococcus lactis	1358	species	4510794	10475	5240	1.52301e-08
Lactococcus lactis subsp. cremoris	1359	subspecies	662246	575	185	0.0
Lactococcus lactis subsp. lactis	1360	subspecies	6882688	3632	1121	1.3468e-08
Lactococcus garvieae	1363	species	2705196	3724	2032	0.0
Lactococcus piscium	1364	species	47887	87	4	0.0
Lactococcus plantarum	1365	species	12148	10	7	0.0
Lactococcus raffinolactis	1366	species	91355	55	28	0.0
Marinococcus halophilus	1371	species	67688	40	20	0.0
Planococcus	1372	genus	0	354	19	0.0
Planococcus citreus	1373	species	56855	20	14	0.0
Planococcus kocurii	1374	species	3452472	3123	1931	0.0
Aerococcus	1375	genus	0	255	6	0.0
Aerococcus urinae	1376	species	1984339	2554	1453	0.0
Aerococcus viridans	1377	species	2281258	3141	1264	0.0
Gemella	1378	genus	0	80	2	0.0
Gemella haemolysans	1379	species	220044	359	23	0
Atopobium	1380	genus	0	16	0	0.0
Atopobium minutum	1381	species	14460	75	0	0.0
Atopobium parvulum	1382	species	52792	194	71	0.0
Bacillales	1385	order	0	3519	0	0.0
Bacillus	1386	genus	0	11464	3142	0.0
Alicyclobacillus acidocaldarius subsp. acidocaldarius	1388	subspecies	24861	18	4	0.0
Bacillus amyloliquefaciens	1390	species	26207793	8173	643	0.0
Aneurinibacillus aneurinilyticus	1391	species	59222	27	10	0.0
Bacillus anthracis	1392	species	196832697	13840	982	0.0
Brevibacillus brevis	1393	species	606977	225	50	0.0
[Bacillus] caldolyticus	1394	species	63878	23	4	0.0
[Bacillus] caldotenax	1395	species	42349	35	17	0.0
Bacillus cereus	1396	species	81475769	63031	6583	2.43254e-51
Bacillus circulans	1397	species	540830	281	87	0.0
Bacillus coagulans	1398	species	7459085	7603	1495	5.44837e-08
Bacillus firmus	1399	species	782123	145	47	0.0
Bacillus intermedius	1400	species	16904	2	1	0.0
Paenibacillus lautus	1401	species	156283	17	5	0.0
Bacillus licheniformis	1402	species	13317807	5052	537	3.59831e-08
Bacillus megaterium	1404	species	4249167	1773	96	0.0
Bacillus mycoides	1405	species	11606365	17076	6712	0.0
Paenibacillus polymyxa	1406	species	18321074	9826	2949	5.46662e-09
