name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Clostridium subterminale	1550	species	35362	14	10	0.0
Clostridium estertheticum subsp. estertheticum	1552	subspecies	2092	1	0	0.0
Clostridium tetanomorphum	1553	species	19804	49	23	0.0
Gottschalkia acidurici	1556	species	9688	327	0	0.0
Peptoclostridium litorale	1557	species	7200	5	1	0.0
Clostridium tertium	1559	species	25531	9	2	0.0
Moorella thermoautotrophica	1560	species	5428	1	0	0.0
Clostridium baratii	1561	species	63551	288	17	0.0
Desulfotomaculum	1562	genus	0	262	0	0.0
Desulfosporosinus orientis	1563	species	3620	95	0	0.0
Desulfotomaculum ruminis	1564	species	3237	38	0	0.0
Desulfotomaculum nigrificans	1565	species	12878	129	0	0.0
Quinella ovalis	1568	species	1443	1	0	0.0
Sporosarcina	1569	genus	0	63	0	0.0
Halobacillus halophilus	1570	species	20327	79	5	0.0
Sporosarcina ureae	1571	species	40640	90	4	0.0
Clavibacter	1573	genus	0	116	13	0.0
Leifsonia xyli	1575	species	3588755	3963	2215	0.0
Lactobacillus	1578	genus	0	2334	341	0.0
Lactobacillus acidophilus	1579	species	2296301	5021	51	0.0
Lactobacillus brevis	1580	species	3707801	1931	502	0
Lactobacillus buchneri	1581	species	167501	144	16	1.35987e-06
Lactobacillus casei	1582	species	2861881	1924	42	2.48544e-07
Weissella confusa	1583	species	422656	91	40	2.09575e-26
Lactobacillus delbrueckii	1584	species	340470	847	228	0.0
Lactobacillus delbrueckii subsp. bulgaricus	1585	subspecies	2726238	1828	168	0.0
Lactobacillus helveticus	1587	species	10273724	10755	1558	0
Lactobacillus hilgardii	1588	species	114508	98	21	2.37411e-06
Lactobacillus pentosus	1589	species	343196	132	16	0.0
Lactobacillus plantarum	1590	species	50920732	9353	3249	7.84181e-09
Lactobacillus sp.	1591	species	61963	6	0	0.0
Lactobacillus gasseri	1596	species	589421	464	133	0.0
Lactobacillus paracasei	1597	species	9897920	4037	658	2.50428e-07
Lactobacillus reuteri	1598	species	7772055	8161	1852	1.34742e-71
Lactobacillus sakei	1599	species	815147	601	147	2.13096e-215
Lactobacillus acetotolerans	1600	species	1691647	25669	21970	2.39659e-05
Lactobacillus agilis	1601	species	108109	56	47	6.71035e-07
Lactobacillus alimentarius	1602	species	53066	20	4	0.0
Lactobacillus amylophilus	1603	species	11711	5	1	0.0
Lactobacillus amylovorus	1604	species	2191934	4903	539	1.0184e-06
Lactobacillus animalis	1605	species	49592	18	0	0.0
Lactobacillus bifermentans	1607	species	9979	6	2	0.0
Lactobacillus coryniformis	1610	species	48626	13	0	0.0
Lactobacillus farciminis	1612	species	4844654	10960	69	2.20471e-06
Lactobacillus fermentum	1613	species	5790880	1551	636	0
Lactobacillus fructivorans	1614	species	9424	2	0	0.0
Weissella halotolerans	1615	species	24007	16	10	0.0
Weissella kandleri	1616	species	16549	47	28	0.0
Lactobacillus mali	1618	species	14972	2	0	0.0
Weissella minor	1620	species	17308	21	12	0.0
Lactobacillus murinus	1622	species	54285	38	3	0.0
Lactobacillus ruminis	1623	species	87426	57	4	0.0
Lactobacillus salivarius	1624	species	6824442	19389	6140	0.0
Lactobacillus sanfranciscensis	1625	species	305916	252	40	0.0
Weissella viridescens	1629	species	88876	56	18	0.0
Fructobacillus fructosus	1631	species	81433	42	0	0.0
Lactobacillus oris	1632	species	3271311	2438	1434	2.09644e-08
Lactobacillus vaginalis	1633	species	152834	57	19	0.0
Listeria	1637	genus	0	499	0	0.0
Listeria ivanovii	1638	species	150481	1665	66	0.0
Listeria monocytogenes	1639	species	118604673	27007	8005	4.07917e-122
Listeria seeligeri	1640	species	331040	398	91	0.0
Listeria grayi	1641	species	128483	184	67	0.0
Listeria innocua	1642	species	370256	462	26	0.0
Listeria welshimeri	1643	species	132371	167	4	0.0
Renibacterium	1645	genus	0	6	0	0.0
Renibacterium salmoninarum	1646	species	134022	92	13	0.0
Erysipelothrix	1647	genus	0	151	0	0.0
Erysipelothrix rhusiopathiae	1648	species	4018407	8245	1108	0.0
Kurthia	1649	genus	0	21	0	0.0
Kurthia zopfii	1650	species	23598	23	9	0.0
Corynebacteriaceae	1653	family	0	722	0	0.0
Actinomyces	1654	genus	0	582	4	0.0
Actinomyces naeslundii	1655	species	3273411	3823	412	0.0
Actinomyces viscosus	1656	species	44800	27	12	0.0
Actinobaculum suis	1657	species	1627	1	1	0.0
Actinomyces israelii	1659	species	59487	14	6	0.0
Actinomyces odontolyticus	1660	species	49781	17	2	0.0
Trueperella pyogenes	1661	species	4937404	5997	1496	5.84697e-07
Arthrobacter	1663	genus	0	1152	7	0.0
Arthrobacter globiformis	1665	species	309734	92	34	0.0
Arthrobacter sp.	1667	species	232846	193	19	0.0
Arthrobacter citreus	1670	species	39018	22	16	0.0
Pseudarthrobacter oxydans	1671	species	282051	50	15	0.0
Arthrobacter ramosus	1672	species	89720	4	3	0.0
Arthrobacter viscosus	1673	species	8280	7	3	0.0
Pseudarthrobacter polychromogenes	1676	species	23835	2	0	0.0
Arthrobacter pascens	1677	species	115974	64	1	0.0
Bifidobacterium	1678	genus	0	8637	218	0.0
Bifidobacterium longum subsp. longum	1679	subspecies	7488528	1489	201	0.0
Bifidobacterium adolescentis	1680	species	4534486	7741	1131	9.47217e-08
Bifidobacterium bifidum	1681	species	2384096	3896	130	0
Bifidobacterium longum subsp. infantis	1682	subspecies	5179789	2200	586	4.41664e-08
Bifidobacterium angulatum	1683	species	2070653	4150	793	0.0
Bifidobacterium asteroides	1684	species	50588	93	5	0.0
Bifidobacterium breve	1685	species	2810799	7485	2410	0.0
Bifidobacterium catenulatum	1686	species	28003	69	3	0.0
Bifidobacterium coryneforme	1687	species	1779183	2086	262	0.0
Bifidobacterium cuniculi	1688	species	15399	20	6	0.0
Bifidobacterium dentium	1689	species	56759	470	2	0.0
Bifidobacterium pseudolongum subsp. globosum	1690	subspecies	49587	122	90	0
Bifidobacterium indicum	1691	species	21071	67	7	0.0
Bifidobacterium magnum	1692	species	17493	9	2	0.0
Bifidobacterium minimum	1693	species	20078	23	11	0.0
Bifidobacterium pseudolongum	1694	species	38448	158	5	0.0
Bifidobacterium longum subsp. suis	1695	subspecies	47678	3	1	0.0
Brevibacterium	1696	genus	0	249	2	0.0
Corynebacterium ammoniagenes	1697	species	82078	55	21	0.0
Brevibacterium epidermidis	1698	species	50169	6	4	0.0
Brevibacterium sterolicum	1702	species	2385	1	0	0.0
Brevibacterium linens	1703	species	8153231	5705	3458	8.39614e-09
Brevibacterium helvolum	1704	species	7668	6	5	0.0
Corynebacterium stationis	1705	species	2963700	1637	891	2.30996e-08
Cellulomonas	1707	genus	0	382	0	0.0
Cellulomonas fimi	1708	species	46464	204	16	0.0
Cellulomonas biazotea	1709	species	9594	18	10	0.0
Cellulosimicrobium cellulans	1710	species	196761	155	145	0.0
Cellulomonas flavigena	1711	species	42918	256	2	0.0
Cellulomonas uda	1714	species	13700	139	31	0.0
Corynebacterium	1716	genus	1721	2801	212	0
Corynebacterium diphtheriae	1717	species	5105674	1835	892	1.34093e-08
Corynebacterium glutamicum	1718	species	31081962	4541	1203	5.23098e-09
Corynebacterium pseudotuberculosis	1719	species	60837337	4022	1081	0.0
Corynebacterium sp.	1720	species	58070	11	5	0.0
Corynebacterium callunae	1721	species	28911	106	14	0.0
Corynebacterium nephridii	1722	species	6858	2	0	0.0
Corynebacterium renale	1724	species	20615	16	3	0.0
Corynebacterium xerosis	1725	species	84645	31	14	0.0
Corynebacterium variabile	1727	species	50910	200	2	0.0
Eubacterium	1730	genus	0	651	0	0.0
Peptoclostridium acidaminophilum	1731	species	51992	1583	24	0.0
Eubacterium oxidoreducens	1732	species	4437	1	0	0.0
Holdemanella biformis	1735	species	2276	1	0	0.0
Eubacterium limosum	1736	species	4133067	9641	5956	0.0
Thermodesulfobacterium	1740	genus	0	32	0	0.0
Thermodesulfobacterium commune	1741	species	5981	12	0	0.0
Propionibacterium	1743	genus	0	176	0	0.0
Propionibacterium freudenreichii	1744	species	84378	744	22	0.0
Propionibacterium acnes	1747	species	20541228	3524	1408	4.66554e-08
Acidipropionibacterium acidipropionici	1748	species	10970658	13959	2051	0.0
Acidipropionibacterium jensenii	1749	species	58253	66	15	0.0
Pseudopropionibacterium propionicum	1750	species	59327	104	0	0.0
Acidipropionibacterium thoenii	1751	species	12394	17	3	0.0
Propionibacterium freudenreichii subsp. shermanii	1752	subspecies	2823980	3040	447	0.0
Thermoanaerobacter	1754	genus	0	1651	478	0.0
Thermoanaerobacter ethanolicus	1757	species	27612	12	1	0.0
Actinobacteria	1760	class	0	21422	738	0.0
Mycobacteriaceae	1762	family	0	579	0	0.0
Mycobacterium	1763	genus	1450	5538	688	0.0
Mycobacterium avium	1764	species	5365703	4489	1604	0.0
Mycobacterium bovis	1765	species	25946631	1308	37	0.0
Mycobacterium fortuitum	1766	species	6418492	2930	430	0.0
Mycobacterium intracellulare	1767	species	417576	1423	24	0.0
Mycobacterium kansasii	1768	species	117260	171	5	0.0
Mycobacterium leprae	1769	species	6443036	1343	157	0.0
Mycobacterium avium subsp. paratuberculosis	1770	subspecies	14531063	3947	9	0.0
Mycobacterium phlei	1771	species	5328360	4115	2639	0.0
Mycobacterium smegmatis	1772	species	21213121	5732	2379	0.0
Mycobacterium tuberculosis	1773	species	195749285	4049	879	0.0
Mycobacterium chelonae	1774	species	5194478	2811	28	0.0
Mycobacterium cookii	1775	species	8564	6	1	0.0
Mycobacterium flavescens	1776	species	33171	40	13	0.0
Mycobacterium gastri	1777	species	37606	10	3	0.0
Mycobacterium gordonae	1778	species	180312	66	15	0.0
Mycobacterium komossense	1779	species	4908	1	0	0.0
Mycobacterium malmoense	1780	species	30844	10	5	0.0
Mycobacterium marinum	1781	species	171652	264	0	0.0
Mycobacterium nonchromogenicum	1782	species	37841	20	4	0.0
Mycobacterium scrofulaceum	1783	species	37994	11	3	0.0
Mycobacterium simiae	1784	species	5968633	2559	1675	0.0
Mycobacterium sp.	1785	species	349018	53	11	0.0
Mycobacterium sphagni	1786	species	12226	2	0	0.0
Mycobacterium szulgai	1787	species	38395	25	8	0.0
Mycobacterium terrae	1788	species	36251	9	3	0.0
Mycobacterium xenopi	1789	species	38175	61	37	0.0
Mycobacterium asiaticum	1790	species	21876	10	1	0.0
Mycobacterium aurum	1791	species	6030589	3844	2323	0.0
Mycobacterium chitae	1792	species	14747	10	3	0.0
Mycobacterium fallax	1793	species	14621	9	3	0.0
Mycobacterium gadium	1794	species	14500	5	0	0.0
Mycobacterium neoaurum	1795	species	80025	69	0	0.0
Mycobacterium senegalense	1796	species	34053	6	0	0.0
Mycobacterium thermoresistibile	1797	species	28091	13	1	0.0
Mycobacterium triviale	1798	species	26355	14	3	0.0
Mycobacterium aichiense	1799	species	11696	2	1	0.0
Mycobacterium chubuense	1800	species	11053	77	1	0.0
Mycobacterium diernhoferi	1801	species	11303	3	0	0.0
Mycobacterium farcinogenes	1802	species	15122	11	0	0.0
Mycobacterium gilvum	1804	species	78116	197	2	0.0
Mycobacterium microti	1806	species	4311955	1220	5	0.0
Mycobacterium obuense	1807	species	17116	4	1	0.0
Mycobacterium ulcerans	1809	species	100671	734	1	0.0
Mycobacterium vaccae	1810	species	29137	142	1	0.0
Amycolatopsis	1813	genus	0	951	8	0.0
Amycolatopsis methanolica	1814	species	13352	239	2	0.0
Actinokineospora fastidiosa	1816	species	21599	44	7	0.0
Nocardia	1817	genus	0	497	10	0.0
Nocardia sp.	1821	species	29525	2	0	0.0
Nocardia vaccinii	1822	species	12709	8	5	0.0
Nocardia otitidiscaviarum	1823	species	362468	154	85	0.0
Nocardia asteroides	1824	species	354616	183	115	0.0
Rhodococcus	1827	genus	0	1659	29	0.0
Rhodococcus fascians	1828	species	108202	148	3	0.0
Rhodococcus rhodochrous	1829	species	297398	96	51	0.0
Rhodococcus ruber	1830	species	218371	48	19	0.0
Rhodococcus sp.	1831	species	180567	10	4	0.0
Rhodococcus erythropolis	1833	species	8228114	3335	281	5.76077e-56
Saccharopolyspora	1835	genus	0	52	0	0.0
Saccharopolyspora erythraea	1836	species	192399	383	25	0.0
Saccharopolyspora hirsuta	1837	species	14124	8	1	0.0
Saccharopolyspora hordei	1838	species	6933	1	0	0.0
Nocardioides	1839	genus	0	114	0	0.0
Nocardioides albus	1841	species	35213	7	3	0.0
Nocardioides luteus	1844	species	7676	3	0	0.0
Pseudonocardia	1847	genus	0	1070	29	0.0
Pseudonocardia thermophila	1848	species	11039	36	10	0.0
Actinopolyspora halophila	1850	species	4877	1	1	0.0
Saccharomonospora	1851	genus	0	31	0	0.0
Saccharomonospora viridis	1852	species	38145	120	1	0.0
Frankia	1854	genus	951	495	27	0.0
Frankia sp.	1855	species	118336	65	7	0.0
Frankia sp. CpI1	1856	species	23967	12	4	0.0
Frankia sp. ArI3	1858	species	10870	2	0	0.0
Frankia alni	1859	species	29167	292	7	0.0
Geodermatophilus	1860	genus	10253	74	0	0.0
Geodermatophilus obscurus	1861	species	3656	188	0	0.0
Actinoplanes	1865	genus	0	517	0	0.0
Actinoplanes missouriensis	1866	species	21049	340	0	0.0
Actinoplanes teichomyceticus	1867	species	220005	111	32	0.0
Actinoplanes digitatis	1868	species	7036	2	0	0.0
Actinoplanes utahensis	1869	species	12030	3	2	0.0
Micromonospora	1873	genus	0	3264	226	0.0
Micromonospora chalcea	1874	species	145096	75	35	0.0
Micromonospora echinospora	1877	species	7918311	4482	2720	0.0
Micromonospora olivasterospora	1880	species	67668	29	20	0.0
Micromonospora viridifaciens	1881	species	6879673	4589	2687	0.0
Streptomyces	1883	genus	0	14113	2890	0.0
Streptomyces acrimycini	1884	species	43046	5	1	0.0
Streptomyces actuosus	1885	species	38937	27	9	0.0
Streptomyces albidoflavus	1886	species	106886	8	0	0.0
Streptomyces albogriseolus	1887	species	231713	53	33	0.0
Streptomyces albus	1888	species	23025839	17020	446	1.16853e-08
Streptomyces ambofaciens	1889	species	8483794	5047	407	0.0
Streptomyces antibioticus	1890	species	572972	215	115	0.0
Streptomyces anulatus	1892	species	251841	75	30	0.0
Streptomyces atratus	1893	species	43733	1	1	0.0
Streptomyces aureofaciens	1894	species	503351	320	178	0.0
Streptomyces avidinii	1895	species	108915	6	5	0.0
Streptomyces bikiniensis	1896	species	122424	55	35	0.0
Streptomyces carzinostaticus	1897	species	32848	18	13	0.0
Streptomyces cacaoi	1898	species	27574	3	0	0.0
Streptomyces cinnamonensis	1900	species	328572	163	64	0.0
Streptomyces clavuligerus	1901	species	7316633	5040	2921	0.0
Streptomyces coelicolor	1902	species	579508	244	5	0.0
Streptomyces corchorusii	1903	species	32537	3	1	0.0
Streptomyces cyaneus	1904	species	62313	10	3	0.0
Streptomyces exfoliatus	1905	species	101121	23	13	0.0
Streptomyces fradiae	1906	species	645530	318	102	0.0
Streptomyces glaucescens	1907	species	7369861	4702	2685	0.0
Streptomyces globisporus	1908	species	204300	150	19	0.0
Streptomyces griseolus	1909	species	45198	12	6	0.0
Streptomyces griseosporeus	1910	species	8438	1	1	0.0
Streptomyces griseus	1911	species	968466	393	93	0.0
Streptomyces hygroscopicus	1912	species	699451	1145	136	0.0
Amycolatopsis lactamdurans	1913	species	45983	18	12	0.0
Streptomyces lavendulae	1914	species	354733	202	139	0.0
Streptomyces lincolnensis	1915	species	10248193	6584	3777	0.0
Streptomyces lividans	1916	species	445393	239	52	0.0
Streptomyces macromomyceticus	1917	species	18223	5	4	0.0
Streptomyces microflavus	1919	species	237141	1	0	0.0
Streptomyces nigrescens	1920	species	13341	9	7	0.0
Streptomyces olivaceoviridis	1921	species	37920	12	3	0.0
Streptomyces plicatus	1922	species	20968	2	0	0.0
Streptomyces phaeochromogenes	1923	species	125744	3	1	0.0
Streptomyces purpurascens	1924	species	38455	17	8	0.0
Streptomyces ramocissimus	1925	species	9934	7	2	0.0
Streptomyces reticuli	1926	species	8947179	5667	1879	0.0
Streptomyces rimosus	1927	species	123895	78	18	0.0
Streptomyces rochei	1928	species	910160	380	185	0.0
Streptomyces rubiginosus	1929	species	11213	3	3	0.0
Streptomyces scabiei	1930	species	265189	76	9	0.0
Streptomyces sp.	1931	species	923624	75	41	0.0
Streptomyces tendae	1932	species	229125	62	31	0.0
Streptoalloteichus tenebrarius	1933	species	117225	62	36	0.0
Streptomyces thermovulgaris	1934	species	27270	4	2	0.0
Streptomyces violaceoruber	1935	species	295787	131	74	0.0
Streptomyces violaceus	1936	species	24498	18	5	0.0
Streptomyces viridochromogenes	1938	species	227636	127	43	0.0
Streptomyces albireticuli	1940	species	16330	5	2	0.0
Streptomyces badius	1941	species	45856	1	0	0.0
Streptomyces griseoruber	1943	species	79894	26	17	0.0
Streptomyces halstedii	1944	species	236763	59	27	0.0
Streptomyces kasugaensis	1946	species	118440	49	10	0.0
Streptomyces limosus	1947	species	26307	86	61	0.0
Streptomyces mycarofaciens	1949	species	32362	8	6	0.0
Streptomyces peucetius	1950	species	66255	25	12	0.0
Streptomyces purpureus	1951	species	13762	8	0	0.0
Streptomyces thermoviolaceus	1952	species	54262	30	14	0.0
Streptomyces cinereus	1955	species	7658	1	0	0.0
Streptomyces diastaticus	1956	species	90155	24	15	0.0
Streptomyces sclerotialus	1957	species	18952	16	7	0.0
Streptomyces vinaceus	1960	species	100208	8	6	0.0
Streptomyces virginiae	1961	species	242894	119	50	0.0
Streptomyces albus G	1962	leaf	6325	2	0	0.0
Streptomyces olivochromogenes	1963	species	90823	11	2	0.0
Streptomyces kanamyceticus	1967	species	476603	184	72	0.0
Streptomyces cellulosae	1968	species	51469	2	1	0.0
Streptomyces chartreusis	1969	species	87477	7	4	0.0
Streptomyces noursei	1971	species	34396	49	1	0.0
Actinomadura	1988	genus	0	11	0	0.0
Actinomadura sp.	1989	species	12040	2	1	0.0
Actinomadura echinospora	1992	species	7623	12	6	0.0
Actinomadura madurae	1993	species	100066	75	46	0.0
Microtetraspora	1995	genus	0	24	0	0.0
Microtetraspora glauca	1996	species	7109	26	2	0.0
Microtetraspora fusca	1997	species	5297	8	1	0.0
Planomonospora	1998	genus	0	2	0	0.0
Planomonospora venezuelensis	1999	species	4070	12	4	0.0
Streptosporangium	2000	genus	0	122	0	0.0
Streptosporangium roseum	2001	species	4824	390	0	0.0
Streptosporangium amethystogenes	2002	species	92242	30	24	0.0
Streptosporangiaceae	2004	family	1491	208	0	0.0
Microbispora	2005	genus	0	33	1	0.0
Thermobispora bispora	2006	species	13576	160	5	0.0
Thermomonosporaceae	2012	family	0	75	0	0.0
Nocardiopsis	2013	genus	0	215	0	0.0
Nocardiopsis dassonvillei	2014	species	95341	342	0	0.0
Nocardiopsis prasina	2015	species	13413	1	0	0.0
Streptoalloteichus	2016	genus	0	9	0	0.0
Streptoalloteichus hindustanus	2017	species	139675	135	62	0.0
Thermomonospora	2019	genus	0	44	0	0.0
Thermomonospora curvata	2020	species	21861	313	2	0.0
Thermobifida fusca	2021	species	68059	114	5	0.0
Thermoactinomyces intermedius	2024	species	8229	2	2	0.0
Thermoactinomyces sp.	2025	species	5080	2	0	0.0
Thermoactinomyces vulgaris	2026	species	61610	12	6	0.0
Kibdelosporangium	2029	genus	0	225	0	0.0
Kibdelosporangium aridum	2030	species	9395	14	8	0.0
Microbacterium testaceum	2033	species	190049	79	3	0.0
Curtobacterium	2034	genus	0	138	0	0.0
Curtobacterium flaccumfaciens	2035	species	185249	6	0	0.0
Curtobacterium citreum	2036	species	80671	5	1	0.0
Actinomycetales	2037	order	13280	181	0	0.0
Tropheryma	2038	genus	0	21	0	0.0
Tropheryma whipplei	2039	species	73553	111	15	0.0
Aeromicrobium	2040	genus	0	53	0	0.0
Aeromicrobium erythreum	2041	species	3663133	4536	2381	0.0
Pimelobacter	2044	genus	0	69	0	0.0
Pimelobacter simplex	2045	species	5562491	6029	3743	0.0
Rothia dentocariosa	2047	species	119087	48	3	0.0
Actinomycetaceae	2049	family	9762	1171	0	0
Mobiluncus	2050	genus	0	23	0	0.0
Mobiluncus curtisii	2051	species	23140	100	2	0
Gordonia	2053	genus	0	594	1	0.0
Gordonia bronchialis	2054	species	41386	154	2	0.0
Gordonia terrae	2055	species	5828549	3232	1773	0.0
Sphaerobacter	2056	genus	0	23	0	0.0
Sphaerobacter thermophilus	2057	species	6909	91	0	0.0
Tsukamurella	2060	genus	0	71	0	0.0
Tsukamurella paurometabola	2061	species	11971	176	0	0.0
Streptomycetaceae	2062	family	8892	2479	0	0.0
Kitasatospora	2063	genus	0	130	0	0.0
Kitasatospora griseola	2064	species	42679	18	3	0.0
Kitasatospora phosalacinea	2065	species	74823	37	25	0.0
Kitasatospora setae	2066	species	14001	653	0	0.0
Pseudonocardiaceae	2070	family	1497	2427	5	0.0
Saccharothrix	2071	genus	0	39	0	0.0
Pseudonocardia autotrophica	2074	species	161663	90	39	0.0
Sporolactobacillus	2077	genus	0	15	0	0.0
Sporolactobacillus inulinus	2078	species	23298	6	0	0.0
Syntrophomonas bryantii	2082	species	3000	8	8	0.0
Mycoplasmatales	2085	order	0	443	0	0.0
Anaeroplasma	2086	genus	0	5	0	0.0
Anaeroplasma abactoclasticum	2087	species	4258	205	61	0.0
Anaeroplasma bactoclasticum	2088	species	1421	120	0	0.0
Anaeroplasma varium	2089	species	1427	72	3	0.0
Mycoplasmataceae	2092	family	0	553	0	0.0
Mycoplasma	2093	genus	0	2204	164	0.0
Mycoplasma arginini	2094	species	711654	4882	3012	0.0
Mycoplasma capricolum	2095	species	36800	7472	1616	0.0
Mycoplasma gallisepticum	2096	species	654139	2509	1402	0.0
Mycoplasma genitalium	2097	species	688338	1260	83	0.0
Mycoplasma hominis	2098	species	1393211	8306	2768	0.0
Mycoplasma hyopneumoniae	2099	species	180104	1852	803	0.0
Mycoplasma hyorhinis	2100	species	831559	4642	306	0.0
Mycoplasma mycoides	2102	species	34954	12126	3088	0.0
Mycoplasma mycoides subsp. mycoides	2103	subspecies	6815480	7685	3009	0.0
Mycoplasma pneumoniae	2104	species	4871766	636	351	0.0
Mycoplasma leachii	2105	species	24774	1040	2	0.0
Mycoplasma corogypsi	2106	species	5428	23	4	0.0
Mycoplasma pulmonis	2107	species	891171	4090	2520	0.0
Mycoplasma sp.	2108	species	32725	26	12	0.0
Mycoplasma synoviae	2109	species	920006	496	77	0.0
Mycoplasma agalactiae	2110	species	1178664	4878	1773	0.0
Mycoplasma arthritidis	2111	species	92815	260	45	0.0
Mycoplasma bovigenitalium	2112	species	41124	52	14	0.0
Mycoplasma californicum	2113	species	758775	2814	1515	0.0
Entomoplasma ellychniae	2114	species	10863	31	11	0.0
Mycoplasma fermentans	2115	species	184801	959	86	0.0
Mycoplasma iowae	2116	species	29682	91	8	0.0
Mycoplasma lipophilum	2117	species	7704	23	9	0.0
Mycoplasma mobile	2118	species	65493	297	9	0.0
Mycoplasma muris	2119	species	7800	84	17	0.0
Mycoplasma neurolyticum	2120	species	23102	86	5	0.0
Mycoplasma orale	2121	species	25470	106	17	0.0
Mycoplasma pirum	2122	species	15425	102	78	0.0
Mycoplasma putrefaciens	2123	species	9786	184	1	0.0
Mycoplasma salivarium	2124	species	19877	40	14	0.0
Mycoplasma sualvi	2125	species	7074	51	25	0.0
Mycoplasma collis	2127	species	8282	24	15	0.0
Mycoplasma flocculare	2128	species	4438	9	0	0.0
Ureaplasma	2129	genus	0	141	4	0.0
Ureaplasma urealyticum	2130	species	107013	223	32	0.0
Spiroplasmataceae	2131	family	0	227	0	0.0
Spiroplasma	2132	genus	0	1660	382	0.0
Spiroplasma citri	2133	species	1602003	9899	3772	0.0
Spiroplasma melliferum	2134	species	17933	163	26	0.0
Spiroplasma sp.	2135	species	7259	1	1	0.0
Spiroplasma monobiae	2136	species	9677	52	0	0.0
Spiroplasma apis	2137	species	14136	74	4	0.0
Spiroplasma poulsonii	2138	species	14295	45	1	0.0
Spiroplasma clarkii	2139	species	5130	8	5	0.0
Spiroplasma ixodetis	2141	species	4701	49	0	0.0
Spiroplasma diabroticae	2142	species	9177	14	1	0.0
Spiroplasma gladiatoris	2143	species	9862	84	39	0.0
Spiroplasma mirum	2144	species	16020	478	2	0.0
Spiroplasma taiwanense	2145	species	4311	119	0	0.0
Acholeplasmataceae	2146	family	0	248	0	0.0
Acholeplasma	2147	genus	0	297	4	0.0
Acholeplasma laidlawii	2148	species	79630	928	59	0.0
Mesoplasma entomophilum	2149	species	17625	58	5	0.0
Acholeplasma modicum	2150	species	10123	121	69	0.0
Mesoplasma florum	2151	species	7024	380	1	0.0
Asteroleplasma anaerobium	2153	species	1458	56	6	0.000159409
Phytoplasma sp.	2155	species	49963	96	49	0.0
Archaea	2157	superkingdom	0	37	4	0.0
Methanobacteriales	2158	order	0	100	0	0.0
Methanobacteriaceae	2159	family	0	88	0	0.0
Methanobacterium	2160	genus	0	43	1	0.0
Methanobacterium bryantii	2161	species	19393	3	3	0.0
Methanobacterium formicicum	2162	species	7321923	8441	2554	0.0
Methanobacterium ivanovii	2163	species	7701	15	8	0.0
Methanobrevibacter	2172	genus	0	126	7	0.0
Methanobrevibacter smithii	2173	species	55229	414	29	0.0
Methanohalophilus	2175	genus	0	7	0	0.0
Methanohalophilus mahii	2176	species	5545	14	0	0.0
Methanothermaceae	2178	family	0	3	0	0.0
Methanothermus	2179	genus	0	2	0	0.0
Methanothermus fervidus	2180	species	22208	83	8	0.0
Methanothermus sociabilis	2181	species	6299	6	0	0.0
Methanococcales	2182	order	0	83	0	0.0
Methanococcaceae	2183	family	0	35	0	0.0
Methanococcus	2184	genus	0	65	0	0.0
Methanothermococcus thermolithotrophicus	2186	species	25557	93	63	0.0
Methanococcus vannielii	2187	species	60538	139	14	0.0
Methanococcus voltae	2188	species	23527	78	36	0.0
Methanotorris igneus	2189	species	4823	22	0	0.0
Methanocaldococcus jannaschii	2190	species	529266	1077	3	0.0
Methanomicrobiales	2191	order	0	97	0	0.0
Methanocorpusculum	2192	genus	0	3	0	0.0
Methanomicrobiaceae	2194	family	0	20	0	0.0
Methanoculleus marisnigri	2198	species	10751	17	0	0.0
Methanospirillum	2202	genus	0	4	0	0.0
Methanospirillum hungatei	2203	species	3977	15	0	0.0
Methanosarcinaceae	2206	family	0	79	0	0.0
Methanosarcina	2207	genus	0	306	42	0.0
Methanosarcina barkeri	2208	species	177564	489	9	0.0
Methanosarcina mazei	2209	species	124214	1017	233	5.65923e-07
Methanosarcina thermophila	2210	species	27642	64	0	0.0
Methanosarcina acetivorans	2214	species	32267	24	5	0.0
Methanosarcina vacuolata	2215	species	3382	21	0	0.0
Methanolobus	2220	genus	0	2	0	0.0
Methanolobus tindarius	2221	species	5994	9	6	0.0
Methanosaeta	2222	genus	538	13	0	0.0
Methanosaeta concilii	2223	species	26831	13	8	0.0
Methanosaeta thermophila	2224	species	3914	2	0	0.0
Methanococcoides	2225	genus	0	13	0	0.0
Methanococcoides methylutens	2226	species	9129	16	2	0.0
Archaeoglobales	2231	order	0	16	0	0.0
Archaeoglobaceae	2232	family	0	8	0	0.0
Archaeoglobus	2233	genus	0	3	0	0.0
Archaeoglobus fulgidus	2234	species	20753	11	0	0.0
Halobacteriales	2235	order	0	240	0	0.0
Halobacteriaceae	2236	family	0	97	0	0.0
Haloarcula	2237	genus	959	66	1	0.0
Haloarcula marismortui	2238	species	106237	47	12	0.0
Halobacterium	2239	genus	0	57	0	0.0
Halobacterium salinarum	2242	species	369182	228	52	0.0
Haloferax volcanii	2246	species	182511	167	19	0.0
Halorubrum lacusprofundi	2247	species	3398	16	0	0.0
Halorubrum saccharovorum	2248	species	34064	16	8	0.0
Halococcus	2249	genus	0	20	0	0.0
Haloferax	2251	genus	174	78	0	0.0
Haloferax mediterranei	2252	species	59423	54	0	0.0
Haloferax lucentense	2254	species	12927	1	0	0.0
Natronobacterium	2256	genus	0	1	0	0.0
